tijd	koppel	stroom	spanning	kadans	snelheid
40.601	2.017	0.520	3.548	70.75	20.10
40.674	1.771	0.520	3.494	69.44	20.10
40.747	1.595	0.505	4.048	69.44	20.10
40.818	1.698	0.520	3.901	72.12	20.15
40.891	1.801	0.520	3.882	69.44	20.15
40.964	2.056	0.520	3.793	69.44	20.15
41.036	2.218	0.525	3.842	71.43	20.15
41.108	2.144	0.510	3.852	75.76	20.15
41.181	2.100	0.525	3.862	72.82	20.58
41.253	2.198	0.515	3.617	72.82	20.58
41.326	2.149	0.515	3.793	68.81	20.58
41.399	2.100	0.505	3.582	68.81	20.58
41.475	1.855	0.525	3.788	68.81	20.58
41.546	1.629	0.515	3.818	70.75	20.58
41.619	1.575	0.520	3.818	72.82	19.94
41.692	1.776	0.515	3.641	72.82	19.94
41.764	1.973	0.515	3.793	71.43	19.94
41.836	2.125	0.525	3.783	70.75	19.94
41.909	2.105	0.525	3.793	70.75	19.94
41.981	2.144	0.520	3.847	72.82	20.47
42.054	2.189	0.525	3.631	75.00	20.47
42.127	2.174	0.530	3.671	72.12	20.47
42.199	2.135	0.520	3.656	72.12	20.47
42.271	2.002	0.515	3.813	70.75	20.47
42.344	1.683	0.515	3.818	71.43	20.58
42.420	1.585	0.501	3.577	71.43	20.58
42.492	1.634	0.505	3.759	74.26	20.58
42.564	1.909	0.520	3.558	72.12	20.58
42.637	2.076	0.525	3.587	72.12	20.58
42.717	2.149	0.510	3.749	71.43	20.69
42.789	2.130	0.510	3.783	73.53	20.69
42.862	2.208	0.515	3.798	74.26	20.69
42.934	2.203	0.520	3.793	74.26	20.69
43.006	2.174	0.520	3.788	73.53	20.69
43.079	2.051	0.525	3.764	73.53	20.97
43.152	1.801	0.525	3.548	73.53	20.97
43.224	1.639	0.520	3.597	73.53	20.97
43.296	1.659	0.515	3.685	75.76	20.97
43.369	1.865	0.520	3.783	75.00	20.97
43.445	2.095	0.525	3.788	75.00	21.31
43.517	2.159	0.515	3.793	73.53	21.31
43.589	2.159	0.520	3.641	78.12	21.31
43.662	2.164	0.515	3.793	75.76	21.31
43.735	2.193	0.515	3.803	75.76	21.31
43.807	2.184	0.505	3.798	74.26	21.37
43.879	2.041	0.515	3.764	75.76	21.37
43.952	1.830	0.520	3.783	76.53	21.37
44.024	1.722	0.520	3.572	76.53	21.37
44.097	1.742	0.515	3.788	75.00	21.37
44.169	1.924	0.510	3.837	75.00	21.61
44.241	2.061	0.505	3.793	75.00	21.61
44.314	2.140	0.520	3.872	77.32	21.61
44.390	2.105	0.520	3.886	74.26	21.61
