tijd	koppel	stroom	spanning	kadans	snelheid
5.172	3.51	0.02	41.26	0.00	0.00
5.222	3.51	0.06	41.26	0.00	0.00
5.272	2.95	0.02	41.26	0.00	0.00
5.322	2.95	0.02	41.26	0.00	0.00
5.372	2.95	-0.05	41.26	0.00	0.00
5.422	2.95	-0.05	41.26	0.00	0.00
5.472	2.95	-0.02	41.26	0.00	0.00
5.522	2.95	-0.02	41.26	0.00	0.00
5.572	2.95	-0.02	41.26	0.00	0.00
5.622	3.51	-0.09	41.26	0.00	0.00
5.672	2.95	-0.05	41.26	0.00	0.00
5.722	2.95	0.02	41.26	0.00	0.00
5.772	2.95	-0.05	41.26	0.00	0.00
5.822	2.95	-0.02	41.26	0.00	0.00
5.872	2.95	-0.05	41.26	0.00	0.00
5.922	3.51	-0.05	41.26	0.00	0.00
5.972	3.51	0.02	41.26	0.00	0.00
6.022	2.95	0.02	41.26	0.00	0.00
6.072	2.95	0.02	41.26	0.00	0.00
6.122	2.95	-0.05	41.26	0.00	0.00
6.172	2.95	-0.09	41.26	0.00	0.00
6.222	2.95	0.02	41.26	0.00	0.00
6.273	2.95	-0.09	41.26	0.00	0.00
6.322	2.95	-0.05	41.26	0.00	0.00
6.372	2.95	-0.02	41.26	0.00	0.00
6.422	2.95	-0.05	41.26	0.00	0.00
6.472	3.51	-0.05	41.26	0.00	0.00
6.522	2.95	-0.02	41.26	0.00	0.00
6.573	2.95	-0.05	41.26	0.00	0.00
6.622	2.95	-0.12	41.26	0.00	0.00
6.672	2.95	-0.05	41.26	0.00	0.00
6.722	2.95	-0.05	41.26	0.00	0.00
6.772	3.51	-0.09	41.26	0.00	0.00
6.822	2.95	-0.05	41.26	0.00	0.00
6.873	2.95	0.02	41.26	0.00	0.00
6.923	2.95	-0.05	41.26	0.00	0.00
6.973	3.51	0.02	41.26	0.00	0.00
7.023	2.95	-0.02	41.26	0.00	0.00
7.073	2.95	0.02	41.26	0.00	0.00
7.123	3.51	-0.02	41.26	0.00	0.00
7.173	2.95	0.02	41.26	0.00	0.00
7.223	3.51	-0.02	41.26	0.00	0.00
7.273	3.51	0.02	41.26	0.00	0.00
7.323	2.95	-0.02	41.26	0.00	0.00
7.373	2.95	-0.02	41.26	0.00	0.00
7.424	3.51	-0.02	41.26	0.00	0.00
7.473	2.95	0.02	41.26	0.00	0.00
7.523	3.51	0.02	41.26	0.00	0.00
7.573	2.95	0.02	41.26	0.00	0.00
7.623	3.51	-0.09	41.26	0.00	0.00
7.673	2.95	0.02	41.26	0.00	0.00
7.724	3.51	-0.02	41.26	0.00	0.00
7.773	2.95	-0.02	41.26	0.00	0.00
7.823	2.95	-0.05	41.26	0.00	0.00
7.873	2.95	-0.12	41.26	0.00	0.00
7.923	2.95	-0.05	41.26	0.00	0.00
7.973	2.95	0.02	41.26	0.00	0.00
8.024	2.95	-0.09	41.26	0.00	0.00
8.073	2.95	0.02	41.26	0.00	0.00
8.123	2.95	-0.05	41.26	0.00	0.00
8.173	2.95	-0.02	41.26	0.00	0.00
8.223	2.95	-0.02	41.26	0.00	0.00
8.273	2.95	-0.02	41.26	0.00	0.00
8.323	2.95	-0.05	41.26	0.00	0.00
8.373	2.95	0.02	41.26	0.00	0.00
8.423	2.95	0.02	41.26	0.00	0.00
8.473	3.51	0.06	41.26	0.00	0.00
8.523	2.95	0.02	41.26	0.00	0.00
8.573	2.95	0.02	41.26	0.00	0.00
8.623	2.95	0.02	41.26	0.00	0.00
8.673	2.95	-0.02	41.26	0.00	0.00
8.723	2.95	0.02	41.26	0.00	0.00
8.773	2.95	0.06	41.26	0.00	0.00
8.823	2.95	-0.02	41.26	0.00	0.00
8.873	3.51	-0.02	41.26	0.00	0.00
8.923	2.95	0.02	41.26	0.00	0.00
8.973	2.95	-0.02	41.26	0.00	0.00
9.023	2.95	-0.05	41.26	0.00	0.00
9.073	2.95	-0.02	41.26	0.00	0.00
9.123	2.95	-0.02	41.26	0.00	0.00
9.174	3.51	-0.02	41.26	0.00	0.00
9.223	3.51	0.02	41.26	0.00	0.00
9.273	2.95	0.02	41.26	0.00	0.00
9.323	2.95	0.02	41.26	0.00	0.00
9.373	3.51	0.02	41.26	0.00	0.00
9.423	2.95	0.02	41.26	0.00	0.00
9.474	2.95	0.02	41.26	0.00	0.00
9.523	2.95	0.02	41.26	0.00	0.00
9.573	2.95	-0.02	41.26	0.00	0.00
9.623	2.95	-0.02	41.26	0.00	0.00
9.673	2.95	-0.09	41.26	0.00	0.00
9.723	4.63	0.02	41.26	0.00	0.00
9.774	16.95	-0.05	41.26	0.00	0.00
9.824	19.75	-0.05	41.26	0.00	0.00
9.874	24.79	0.06	41.26	0.00	0.00
9.924	31.51	0.02	41.26	0.00	0.00
9.974	33.75	0.09	41.26	0.00	0.00
10.024	38.23	0.02	41.26	0.00	0.00
10.074	39.35	-0.02	41.26	0.00	0.00
10.124	40.47	-0.05	41.26	0.00	0.00
10.174	39.91	-0.09	41.26	0.00	0.00
10.224	37.11	-0.05	41.26	0.00	0.00
10.274	35.99	0.06	41.26	0.00	0.00
10.324	35.99	-0.05	41.26	0.00	0.00
10.374	34.31	-0.05	41.26	0.00	0.00
10.424	31.51	-0.02	41.26	0.00	0.00
10.474	27.03	0.06	41.26	0.00	0.00
10.524	21.43	0.02	41.26	0.00	0.00
10.574	18.63	0.02	41.26	0.00	0.00
10.625	16.39	-0.02	41.26	0.00	0.00
10.674	13.59	-0.02	41.26	0.00	0.00
10.724	11.35	-0.05	41.26	0.00	0.00
10.774	9.11	-0.05	41.26	0.00	0.00
10.824	6.87	-0.02	41.26	0.00	0.00
10.874	6.31	0.02	41.26	0.00	0.00
10.925	5.19	0.06	41.26	0.00	0.00
10.974	3.51	-0.09	41.26	0.00	0.00
11.024	2.39	-0.02	41.26	0.00	0.00
11.074	2.39	0.02	41.26	0.00	0.00
11.124	2.39	0.02	41.26	0.00	0.00
11.174	2.39	-0.05	41.26	0.00	0.00
11.225	1.83	-0.02	41.26	0.00	0.00
11.275	1.26	-0.05	41.26	0.00	0.00
11.325	0.70	0.02	41.26	0.00	0.00
11.375	0.14	0.02	41.26	0.00	0.00
11.425	-0.98	-0.05	41.26	0.00	0.00
11.475	-2.10	0.06	41.26	0.00	0.00
11.525	-2.66	-0.05	41.26	0.00	0.00
11.575	-3.22	-0.05	41.26	0.00	0.00
11.625	-3.78	0.02	41.26	0.00	0.00
11.675	-4.34	-0.09	41.26	0.00	0.00
11.725	-4.90	-0.02	41.26	15.09	0.00
11.776	-5.46	0.09	41.26	15.09	0.00
11.825	-6.02	0.67	41.14	15.09	0.00
11.875	-8.26	1.10	40.97	15.09	0.00
11.925	-4.90	1.57	40.86	15.09	0.00
11.975	-7.14	1.82	40.75	15.09	0.00
12.025	-10.50	2.32	40.58	15.09	0.00
12.076	-13.86	2.32	40.58	15.09	0.00
12.125	-20.58	2.79	40.41	18.34	0.00
12.175	-21.14	2.58	40.29	18.34	0.00
12.225	-16.10	3.04	40.29	18.34	0.00
12.275	-17.22	2.58	40.41	18.34	0.00
12.325	-19.46	2.25	40.35	18.34	0.00
12.376	-17.22	1.57	40.41	18.34	4.46
12.425	-9.38	1.14	40.52	18.34	4.46
12.475	-4.90	0.49	40.63	21.93	4.46
12.525	1.83	0.52	40.63	21.93	4.46
12.575	7.99	0.74	40.52	21.93	4.46
12.625	14.15	0.81	40.52	21.93	4.46
12.675	19.19	0.13	40.75	21.93	4.46
12.725	41.03	0.09	40.63	30.00	4.46
12.775	69.59	0.38	40.69	30.00	4.46
12.825	70.71	1.28	40.58	30.00	4.46
12.875	64.55	0.78	40.63	30.00	4.46
12.925	60.07	0.20	40.75	32.33	4.46
12.975	71.83	0.13	40.80	32.33	4.46
13.025	70.15	0.13	40.80	32.33	4.46
13.075	76.87	0.78	40.75	32.33	4.46
13.125	71.27	0.06	40.86	32.33	4.46
13.175	60.07	0.16	40.86	32.61	4.46
13.225	50.55	0.24	40.86	32.61	8.81
13.275	42.71	0.20	40.86	32.61	8.81
13.325	23.67	0.13	40.97	32.61	8.81
13.375	13.59	0.34	40.86	32.61	8.81
13.425	19.19	0.88	40.75	31.51	8.81
13.475	6.31	0.13	40.92	31.51	8.81
13.526	4.07	0.24	40.92	31.51	8.81
13.575	-0.98	0.16	40.97	31.51	8.81
13.625	2.95	0.16	40.86	35.38	8.81
13.675	4.07	0.34	40.92	35.38	8.81
13.725	4.07	0.38	40.92	35.38	8.81
13.775	0.70	0.13	40.92	35.38	8.81
13.826	5.75	0.09	40.92	34.72	8.81
13.875	-4.34	0.06	40.97	34.72	8.81
13.925	-3.22	0.09	41.03	34.72	8.81
13.975	-6.58	0.09	40.97	34.72	8.81
14.025	-6.58	0.24	40.97	37.50	9.87
14.075	-8.82	0.16	40.97	37.50	9.87
14.126	-8.26	0.16	40.97	37.50	9.87
14.176	-9.94	0.06	41.03	37.50	9.87
14.226	-7.14	0.13	41.03	37.50	9.87
14.276	1.26	0.06	41.03	33.78	9.87
14.326	4.07	0.06	41.09	33.78	9.87
14.376	11.35	0.20	41.03	33.78	9.87
14.426	24.23	0.13	41.03	41.90	9.87
14.476	34.87	0.09	41.03	41.90	9.87
14.526	46.07	0.09	41.09	41.90	9.87
14.576	57.27	0.13	40.97	41.90	9.87
14.626	66.23	0.09	41.03	38.46	9.87
14.676	67.91	0.09	41.09	38.46	9.87
14.726	62.31	0.02	41.09	38.46	9.87
14.776	52.23	0.16	40.97	38.46	10.54
14.826	43.27	0.13	41.03	38.86	10.54
14.876	37.11	0.09	41.09	38.86	10.54
14.926	28.71	0.06	41.09	38.86	10.54
14.977	17.51	0.09	41.09	38.86	10.54
15.026	10.23	0.16	41.09	39.68	10.54
15.076	5.75	0.13	41.09	39.68	10.54
15.126	2.39	0.09	41.09	39.68	10.54
15.176	1.26	0.16	41.03	39.68	10.54
15.226	1.26	0.16	41.09	38.27	10.54
15.277	-0.98	0.45	41.03	38.27	10.54
15.326	-1.54	0.45	41.03	38.27	10.54
15.376	0.70	0.99	40.86	44.91	10.54
15.426	-0.42	1.21	40.86	44.91	11.83
15.476	-3.78	1.21	40.80	44.91	11.83
15.526	-4.90	1.64	40.63	44.91	11.83
15.577	-7.14	1.03	40.75	40.98	11.83
15.627	-9.94	0.60	40.86	40.98	11.83
15.677	-4.34	0.78	40.80	40.98	11.83
15.727	-3.22	0.63	40.80	42.61	11.83
15.777	-0.42	0.42	40.86	42.61	11.83
15.827	3.51	0.42	40.86	42.61	11.83
15.877	16.39	0.63	40.80	42.61	11.83
15.927	28.71	0.74	40.75	43.10	11.83
15.977	44.95	0.78	40.80	43.10	11.83
16.027	52.23	0.67	40.86	43.10	11.83
16.077	61.75	0.42	40.80	46.01	12.08
16.128	57.27	0.20	40.86	46.01	12.08
16.177	55.59	0.27	40.86	46.01	12.08
16.227	47.75	0.24	40.92	44.91	12.08
16.277	37.11	0.38	40.86	44.91	12.08
16.327	32.63	0.24	40.92	44.91	12.08
16.377	20.31	0.20	40.92	44.91	12.08
16.428	10.23	0.16	40.97	43.86	12.08
16.477	5.19	0.45	40.92	43.86	12.08
16.527	5.75	0.31	40.92	43.86	12.08
16.577	3.51	0.20	40.97	48.70	12.08
16.627	4.07	0.16	40.97	48.70	13.40
16.677	2.39	0.27	40.92	48.70	13.40
16.728	3.51	0.27	41.03	48.70	13.40
16.777	4.63	0.24	40.97	48.70	13.40
16.827	1.26	0.45	40.92	48.70	13.40
16.877	-5.46	0.16	40.97	45.73	13.40
16.927	-6.02	0.13	41.03	45.73	13.40
16.977	-7.14	0.24	40.97	45.73	13.40
