tijd	koppel	stroom	spanning	kadans	snelheid
5.842	2.086	0.530	3.862	57.69	14.05
5.915	2.120	0.525	3.680	57.69	14.05
5.988	2.086	0.525	3.680	60.00	14.05
6.060	2.095	0.520	3.666	60.00	14.05
6.132	2.144	0.530	3.788	57.69	14.05
6.205	2.140	0.530	3.759	57.69	14.05
6.277	2.223	0.530	3.877	58.59	14.05
6.349	2.061	0.525	3.808	60.48	15.18
6.422	1.757	0.530	3.607	60.48	15.18
6.495	1.438	0.515	3.803	60.98	15.18
6.566	1.310	0.520	3.587	60.98	15.18
6.639	1.349	0.530	3.754	61.98	15.18
6.715	1.664	0.525	3.646	61.98	15.18
6.788	2.007	0.510	3.744	61.98	16.06
6.859	2.120	0.530	3.921	65.22	16.06
6.932	2.135	0.525	3.813	69.44	16.06
7.005	2.154	0.520	3.847	69.44	16.06
7.076	2.218	0.515	3.788	66.96	16.06
7.149	2.193	0.515	3.783	66.96	16.06
7.222	2.193	0.520	3.744	66.37	17.36
7.294	2.012	0.520	3.828	66.37	17.36
7.366	1.683	0.515	3.788	66.37	17.36
7.439	1.482	0.515	3.832	68.18	17.36
7.512	1.531	0.530	3.754	69.44	17.36
7.583	1.673	0.515	3.636	69.44	17.36
7.656	1.958	0.525	3.867	68.81	17.79
7.732	2.120	0.515	3.778	70.09	17.79
7.804	2.149	0.520	3.808	71.43	17.79
7.876	2.179	0.515	3.808	71.43	17.79
7.949	2.189	0.525	3.808	70.75	17.79
8.022	2.228	0.520	3.680	70.09	17.79
8.093	2.184	0.535	3.798	70.09	18.21
8.166	2.041	0.520	3.803	70.09	18.21
8.239	1.781	0.525	3.563	70.75	18.21
8.327	1.639	0.525	3.798	70.75	18.21
8.398	1.708	0.515	3.832	72.82	18.21
8.471	1.948	0.515	3.862	72.12	18.21
8.544	2.086	0.515	3.813	70.75	18.56
8.616	2.159	0.510	3.754	70.75	18.56
8.688	2.193	0.520	3.828	72.12	18.56
8.764	2.228	0.520	3.852	73.53	18.56
8.837	2.257	0.515	3.793	73.53	18.56
8.909	2.164	0.520	3.832	75.00	18.92
8.981	2.032	0.510	3.592	73.53	18.92
9.054	1.767	0.525	3.896	73.53	18.92
9.126	1.649	0.515	3.862	72.12	18.92
9.198	1.683	0.520	3.729	73.53	18.92
9.271	1.830	0.520	3.867	75.00	18.92
9.344	2.066	0.510	3.862	75.00	19.06
9.415	2.164	0.515	3.818	74.26	19.06
9.488	2.218	0.520	3.901	77.32	19.06
9.561	2.169	0.515	3.602	75.76	19.06
9.632	2.198	0.530	3.803	75.76	19.06
9.705	2.159	0.520	3.901	75.76	19.06
9.781	2.027	0.515	3.808	74.26	19.54
9.853	1.732	0.505	3.823	75.00	19.54
9.925	1.467	0.525	3.744	75.00	19.54
9.998	1.551	0.520	3.862	76.53	19.54
10.071	1.786	0.515	3.832	76.53	19.54
10.142	2.071	0.525	3.783	76.53	19.74
10.215	2.125	0.525	3.798	78.95	19.74
10.288	2.125	0.520	3.837	78.12	19.74
10.359	2.189	0.530	3.808	78.12	19.74
10.432	2.179	0.510	3.808	78.95	19.74
10.505	2.149	0.520	3.798	78.95	20.26
10.577	1.963	0.525	3.832	78.12	20.26
10.649	1.688	0.520	3.852	78.95	20.26
10.725	1.556	0.510	3.788	81.52	20.26
10.798	1.781	0.515	3.788	81.52	20.26
10.870	1.997	0.505	3.798	80.65	20.80
10.942	2.135	0.515	3.852	80.65	20.80
11.015	2.135	0.515	3.582	81.52	20.80
11.087	2.169	0.515	3.857	82.42	20.80
11.159	2.189	0.520	3.504	82.42	20.80
11.232	2.174	0.515	3.778	80.65	20.97
11.304	2.041	0.530	3.832	81.52	20.97
11.392	1.767	0.510	3.793	80.65	20.97
11.464	1.649	0.515	3.798	83.33	20.97
11.537	1.796	0.520	3.793	83.33	20.97
11.609	2.022	0.520	3.847	83.33	21.37
11.681	2.179	0.505	3.788	83.33	21.37
11.757	2.130	0.520	3.852	85.23	21.37
11.829	2.159	0.510	3.823	83.33	21.37
11.901	2.193	0.505	3.798	84.27	21.37
11.974	2.159	0.510	3.823	84.27	21.73
12.046	1.992	0.525	3.906	83.33	21.73
12.119	1.742	0.510	3.803	83.33	21.73
12.191	1.664	0.520	3.823	87.21	21.73
12.263	1.929	0.510	3.783	83.33	21.73
12.336	2.081	0.515	3.798	83.33	21.85
12.408	2.159	0.525	3.793	82.42	21.85
12.480	2.100	0.510	3.715	82.42	21.85
12.553	2.017	0.520	3.783	82.42	21.85
12.625	1.943	0.515	3.783	27.68	21.85
12.700	1.982	0.515	3.832	27.68	22.10
12.773	2.027	0.510	3.808	27.68	22.10
12.846	2.061	0.505	3.778	27.68	22.10
12.917	2.036	0.501	3.774	27.68	22.10
12.990	2.041	0.515	3.778	27.68	22.10
13.063	2.032	0.501	3.778	27.68	22.10
13.134	1.992	0.501	3.778	0.00	22.10
13.207	2.017	0.491	3.778	0.00	22.10
13.280	2.027	0.505	3.783	0.00	22.10
13.351	2.027	0.496	3.783	0.00	22.10
13.424	2.115	0.496	3.778	9.51	21.20
13.496	2.193	0.505	3.778	9.51	21.20
13.569	2.228	0.505	3.778	77.32	21.20
13.641	2.247	0.496	3.778	86.21	21.20
13.717	2.189	0.491	3.778	84.27	21.20
13.789	2.086	0.501	3.774	85.23	21.73
13.861	1.855	0.496	3.774	83.33	21.73
13.934	1.541	0.501	3.788	83.33	21.73
14.007	1.639	0.510	3.783	85.23	21.73
14.080	1.958	0.505	3.808	82.42	21.73
14.152	2.095	0.510	3.587	84.27	21.79
14.225	2.110	0.515	3.504	86.21	21.79
14.304	2.144	0.510	3.587	85.23	21.79
14.376	2.154	0.515	3.494	85.23	21.79
14.449	2.159	0.515	3.749	83.33	21.85
14.522	1.987	0.505	3.813	84.27	21.85
14.595	1.688	0.525	3.837	83.33	21.85
14.666	1.560	0.515	3.793	86.21	21.85
14.737	1.781	0.505	3.798	86.21	21.85
14.810	2.007	0.520	3.793	87.21	22.17
14.882	2.189	0.505	3.803	85.23	22.17
14.955	2.149	0.515	3.823	86.21	22.17
15.028	2.208	0.515	3.567	86.21	22.17
15.100	2.203	0.525	3.832	87.21	22.17
15.172	2.149	0.520	3.837	87.21	22.23
15.245	1.992	0.515	3.818	86.21	22.23
15.318	1.821	0.510	3.729	85.23	22.23
15.390	1.752	0.520	3.793	87.21	22.23
15.463	1.953	0.510	3.759	84.27	22.23
15.536	2.090	0.505	3.798	84.27	22.17
15.608	2.213	0.501	3.783	84.27	22.17
15.684	2.174	0.505	3.793	88.24	22.17
15.757	2.223	0.515	3.828	92.59	22.17
15.830	2.189	0.510	3.818	93.75	23.23
15.902	2.036	0.515	3.793	87.21	23.23
15.975	1.742	0.520	3.818	84.27	23.23
16.048	1.619	0.520	3.803	89.29	23.23
16.119	1.801	0.520	3.533	88.24	23.23
16.216	2.110	0.520	3.803	88.24	22.68
16.295	2.164	0.510	3.793	88.24	22.68
16.374	2.208	0.520	3.828	90.36	22.68
16.453	2.228	0.520	3.798	90.36	22.68
16.532	2.135	0.505	3.823	91.46	23.16
16.611	1.973	0.515	3.788	90.36	23.16
16.693	1.771	0.515	3.788	89.29	23.16
16.772	1.875	0.515	3.813	91.46	23.16
16.850	2.051	0.510	3.774	90.36	23.44
16.930	2.189	0.505	3.862	90.36	23.44
17.009	2.252	0.515	3.788	72.12	23.44
17.082	2.267	0.515	3.803	72.12	23.44
17.154	2.233	0.515	3.847	72.12	23.44
17.226	2.243	0.505	3.837	30.12	23.44
17.299	2.277	0.520	3.788	30.12	23.44
17.372	2.272	0.510	3.803	30.12	23.44
17.444	2.238	0.510	3.798	47.17	23.44
17.517	2.164	0.505	3.783	62.50	23.37
17.590	2.071	0.510	3.710	62.50	23.37
17.662	2.017	0.515	3.808	74.26	23.37
17.738	1.978	0.510	3.832	87.21	23.37
17.811	2.032	0.515	3.553	96.15	23.37
17.884	2.189	0.505	3.774	108.70	23.30
17.956	2.174	0.510	3.661	107.14	23.30
18.029	2.326	0.515	3.828	102.74	23.30
18.102	2.277	0.515	3.783	94.94	23.30
18.174	2.154	0.520	3.788	76.53	23.16
18.246	2.061	0.515	3.788	76.53	23.16
18.319	2.022	0.515	3.803	56.39	23.16
18.392	2.022	0.515	3.523	75.76	23.16
18.464	1.958	0.515	3.754	75.76	23.16
18.537	2.046	0.520	3.852	79.79	23.09
18.610	2.159	0.515	3.553	87.21	23.09
18.685	2.257	0.510	3.813	98.68	23.09
18.758	2.272	0.525	3.783	113.64	23.09
18.831	2.262	0.510	3.823	94.94	23.09
18.904	2.100	0.515	3.788	97.40	23.09
18.976	1.982	0.515	3.813	98.68	23.09
19.048	1.884	0.501	3.798	98.68	23.09
19.121	2.017	0.505	3.788	96.15	23.09
19.193	2.095	0.525	3.783	85.23	23.16
19.266	2.179	0.515	3.739	85.23	23.16
19.339	2.238	0.505	3.582	51.72	23.16
19.411	2.233	0.510	3.832	51.72	23.16
19.484	2.243	0.501	3.803	51.72	23.16
19.557	2.292	0.520	3.818	47.47	23.02
19.629	2.257	0.515	3.793	61.48	23.02
19.705	2.198	0.520	3.808	61.48	23.02
19.777	2.056	0.510	3.661	75.76	23.02
19.850	1.879	0.520	3.808	97.40	22.95
19.922	1.894	0.505	3.828	105.63	22.95
19.995	2.041	0.520	3.793	96.15	22.95
20.068	2.164	0.510	3.813	96.15	22.95
20.141	2.198	0.515	3.803	98.68	22.95
20.213	2.262	0.515	3.788	98.68	23.02
20.286	2.238	0.510	3.803	96.15	23.02
20.359	2.115	0.505	3.862	94.94	23.02
20.430	1.933	0.515	3.832	97.40	23.02
20.503	1.899	0.510	3.818	92.59	23.02
20.576	1.968	0.525	3.823	89.29	23.02
20.652	2.022	0.520	3.852	90.36	23.02
20.724	2.130	0.510	3.587	90.36	23.02
20.797	2.135	0.515	3.764	89.29	23.02
20.870	2.233	0.520	3.798	90.36	23.09
20.942	2.203	0.515	3.828	89.29	23.09
21.015	2.046	0.505	3.798	92.59	23.09
21.088	1.978	0.520	3.788	87.21	23.09
21.159	1.870	0.510	3.837	83.33	23.09
21.232	1.919	0.510	3.494	83.33	23.30
21.305	2.022	0.510	3.803	81.52	23.30
21.378	2.086	0.520	3.808	81.52	23.30
21.450	2.100	0.501	3.798	82.42	23.30
21.523	2.100	0.501	3.597	83.33	23.30
21.596	2.144	0.515	3.783	83.33	23.30
21.671	2.144	0.505	3.803	82.42	23.30
21.743	2.110	0.501	3.803	81.52	23.30
21.816	1.992	0.505	3.783	88.24	23.30
21.889	1.889	0.510	3.793	79.79	23.51
21.961	1.924	0.515	3.798	79.79	23.51
22.042	2.007	0.505	3.788	74.26	23.51
22.115	2.090	0.510	3.783	75.00	23.51
22.188	2.086	0.520	3.828	75.00	23.65
22.259	2.071	0.515	3.803	75.00	23.65
22.332	2.100	0.510	3.778	76.53	23.65
22.405	2.130	0.510	3.788	75.76	23.65
22.477	2.120	0.510	3.798	75.76	23.65
22.550	1.899	0.501	3.769	75.76	24.02
22.626	1.668	0.505	3.788	75.76	24.02
22.699	1.605	0.515	3.783	78.12	24.02
22.771	1.806	0.510	3.852	76.53	24.02
22.843	2.007	0.505	3.788	76.53	24.40
22.916	2.125	0.510	3.744	77.32	24.40
22.988	2.086	0.505	3.837	78.95	24.40
23.061	2.076	0.505	3.808	78.12	24.40
23.134	2.115	0.505	3.783	78.12	24.40
23.206	2.164	0.496	3.808	78.95	24.55
23.279	2.066	0.501	3.798	78.12	24.55
23.351	1.801	0.505	3.769	77.32	24.55
23.424	1.595	0.510	3.818	77.32	24.55
23.496	1.673	0.505	3.793	80.65	24.95
23.569	1.914	0.510	3.533	80.65	24.95
23.645	2.081	0.510	3.813	78.95	24.95
23.717	2.100	0.515	3.778	78.95	24.95
23.790	2.105	0.520	3.813	78.95	25.19
23.863	2.154	0.505	3.803	81.52	25.19
23.934	2.115	0.501	3.803	80.65	25.19
24.007	2.115	0.501	3.778	79.79	25.19
24.080	1.899	0.515	3.813	79.79	25.60
24.153	1.605	0.510	3.783	80.65	25.60
24.225	1.649	0.510	3.788	82.42	25.60
24.298	1.870	0.505	3.793	81.52	25.60
24.371	2.051	0.510	3.725	81.52	25.77
24.442	2.125	0.510	3.837	81.52	25.77
24.515	2.100	0.515	3.798	82.42	25.77
24.591	2.135	0.510	3.793	82.42	25.77
24.664	2.115	0.501	3.813	82.42	25.95
24.736	2.120	0.501	3.793	81.52	25.95
24.809	1.948	0.510	3.823	81.52	25.95
24.882	1.727	0.505	3.558	80.65	25.95
24.954	1.698	0.501	3.774	83.33	25.95
25.027	1.884	0.505	3.764	83.33	25.95
25.099	2.071	0.505	3.783	84.27	25.95
25.171	2.115	0.520	3.788	84.27	25.95
25.244	2.105	0.515	3.788	83.33	25.95
25.317	2.144	0.501	3.739	83.33	26.39
25.390	2.130	0.496	3.823	83.33	26.39
25.462	2.115	0.505	3.788	83.33	26.39
25.534	1.953	0.505	3.793	83.33	26.39
25.610	1.771	0.515	3.783	82.42	26.48
25.682	1.757	0.515	3.793	85.23	26.48
25.755	1.899	0.505	3.778	83.33	26.48
25.828	2.149	0.501	3.798	83.33	26.48
25.901	2.238	0.505	3.774	87.21	26.57
25.973	2.130	0.505	3.808	87.21	26.57
26.046	2.189	0.510	3.778	86.21	26.57
26.119	2.164	0.515	3.788	84.27	26.57
26.190	2.095	0.505	3.808	81.52	26.84
26.263	1.840	0.505	3.808	82.42	26.84
26.336	1.678	0.501	3.783	82.42	26.84
26.408	1.732	0.515	3.783	85.23	26.84
26.481	1.973	0.510	3.685	84.27	26.39
26.563	2.135	0.515	3.769	83.33	26.39
26.636	2.100	0.515	3.783	84.27	26.39
26.707	2.105	0.501	3.783	85.23	26.39
26.780	2.149	0.505	3.764	85.23	26.48
26.853	2.140	0.505	3.759	84.27	26.48
26.926	2.046	0.501	3.783	83.33	26.48
26.998	1.825	0.510	3.783	83.33	26.48
27.071	1.742	0.505	3.783	86.21	26.66
27.143	1.840	0.505	3.783	86.21	26.66
27.215	2.027	0.510	3.774	84.27	26.66
27.288	2.140	0.501	3.567	84.27	26.66
27.361	2.125	0.505	3.783	85.23	26.84
27.433	2.164	0.505	3.754	86.21	26.84
27.506	2.140	0.510	3.793	84.27	26.84
27.582	2.130	0.505	3.872	84.27	26.84
27.654	1.982	0.515	3.793	84.27	26.84
27.726	1.737	0.501	3.788	85.23	26.84
27.799	1.683	0.501	3.563	86.21	26.84
27.887	1.953	0.515	3.778	85.23	27.03
27.960	2.105	0.505	3.793	85.23	27.03
28.033	2.125	0.515	3.783	85.23	27.03
28.105	2.125	0.501	3.778	85.23	27.03
28.178	2.174	0.505	3.783	86.21	26.84
28.251	2.140	0.505	3.788	85.23	26.84
28.322	2.076	0.501	3.636	85.23	26.84
28.395	1.875	0.501	3.788	83.33	26.84
28.468	1.717	0.510	3.788	83.33	27.03
28.544	1.816	0.501	3.793	87.21	27.03
28.616	2.022	0.510	3.774	85.23	27.03
28.689	2.149	0.505	3.783	84.27	27.03
28.761	2.149	0.515	3.769	86.21	27.03
28.833	2.144	0.515	3.793	86.21	27.03
28.906	2.164	0.505	3.759	86.21	27.03
28.979	2.120	0.505	3.774	85.23	27.03
29.052	2.022	0.501	3.528	85.23	26.94
29.124	1.757	0.505	3.788	84.27	26.94
29.197	1.619	0.501	3.563	87.21	26.94
29.270	1.860	0.505	3.803	85.23	26.94
29.342	2.061	0.510	3.788	85.23	27.13
29.415	2.184	0.505	3.514	84.27	27.13
29.491	2.140	0.510	3.832	86.21	27.13
29.563	2.174	0.501	3.602	85.23	27.13
29.635	2.164	0.510	3.862	85.23	26.84
29.708	2.120	0.501	3.793	85.23	26.84
29.780	1.968	0.510	3.778	85.23	26.84
29.853	1.693	0.501	3.788	83.33	26.84
29.926	1.708	0.501	3.783	87.21	26.94
29.998	1.943	0.510	3.793	85.23	26.94
30.070	2.095	0.510	3.793	85.23	26.94
30.143	2.135	0.520	3.798	85.23	26.94
30.216	2.169	0.510	3.788	85.23	26.94
30.288	2.208	0.505	3.788	86.21	26.94
30.361	2.154	0.505	3.803	84.27	26.94
30.433	2.100	0.520	3.798	83.33	26.94
30.509	1.884	0.501	3.783	83.33	26.75
30.581	1.713	0.510	3.788	87.21	26.75
30.654	1.811	0.515	3.793	87.21	26.75
30.727	2.007	0.510	3.744	85.23	26.75
30.799	2.140	0.515	3.783	84.27	26.94
30.871	2.164	0.501	3.778	85.23	26.94
30.944	2.184	0.501	3.788	86.21	26.94
31.016	2.198	0.501	3.778	86.21	26.94
31.089	2.144	0.505	3.656	85.23	26.94
31.162	2.051	0.496	3.783	84.27	26.94
31.234	1.835	0.501	3.769	83.33	26.94
31.306	1.717	0.505	3.783	86.21	26.94
31.379	1.870	0.505	3.793	85.23	26.84
31.455	2.056	0.510	3.803	85.23	26.84
31.527	2.154	0.505	3.788	85.23	26.84
31.600	2.149	0.501	3.798	85.23	26.84
31.672	2.179	0.515	3.798	86.21	26.94
31.745	2.154	0.501	3.788	85.23	26.94
31.817	2.105	0.501	3.783	84.27	26.94
31.890	1.987	0.501	3.788	84.27	26.94
31.963	1.801	0.505	3.778	83.33	26.94
32.035	1.717	0.496	3.793	88.24	26.94
32.107	1.953	0.501	3.582	85.23	26.94
32.180	2.090	0.505	3.759	85.23	26.94
32.252	2.159	0.510	3.783	86.21	27.03
32.325	2.154	0.510	3.783	86.21	27.03
32.398	2.208	0.501	3.813	86.21	27.03
32.474	2.144	0.510	3.597	85.23	27.03
32.545	2.086	0.505	3.813	85.23	27.13
32.618	1.875	0.505	3.572	84.27	27.13
32.691	1.717	0.505	3.808	87.21	27.13
32.763	1.796	0.510	3.788	87.21	27.03
32.835	2.012	0.501	3.793	86.21	27.03
32.908	2.144	0.510	3.788	85.23	27.03
32.980	2.154	0.505	3.661	86.21	27.03
33.053	2.174	0.505	3.808	86.21	27.13
33.126	2.203	0.496	3.783	86.21	27.13
33.198	2.120	0.510	3.828	86.21	27.13
33.270	2.041	0.501	3.793	84.27	27.13
33.343	1.825	0.505	3.818	84.27	27.03
33.419	1.722	0.515	3.612	87.21	27.03
33.491	1.884	0.510	3.769	85.23	27.03
33.564	2.051	0.505	3.823	85.23	27.03
33.636	2.159	0.501	3.793	85.23	27.13
33.725	2.184	0.510	3.783	87.21	27.13
33.797	2.208	0.501	3.813	86.21	27.13
33.869	2.174	0.515	3.788	85.23	27.13
33.942	2.086	0.505	3.690	86.21	27.22
34.015	1.943	0.505	3.783	86.21	27.22
34.087	1.830	0.515	3.783	68.18	27.22
34.159	1.811	0.520	3.783	68.18	27.22
34.232	1.865	0.515	3.778	68.18	27.03
34.305	1.644	0.520	3.823	68.18	27.03
34.377	1.879	0.501	3.783	68.18	27.03
34.453	1.850	0.505	3.783	68.18	27.03
34.525	1.791	0.505	3.783	0.00	26.39
34.597	1.889	0.496	3.783	13.25	26.39
34.670	1.821	0.496	3.783	13.25	26.39
34.743	1.973	0.501	3.778	64.10	26.39
34.814	2.130	0.501	3.778	89.29	26.84
34.887	2.154	0.501	3.778	78.12	26.84
34.960	2.120	0.501	3.778	78.12	26.84
35.033	2.247	0.505	3.783	75.00	26.84
35.105	2.213	0.501	3.783	79.79	24.55
35.177	2.076	0.501	3.783	80.65	24.55
35.250	1.791	0.505	3.778	80.65	24.55
35.322	1.639	0.510	3.828	82.42	24.55
35.398	1.575	0.505	3.764	82.42	25.77
35.471	1.865	0.505	3.715	80.65	25.77
35.543	2.081	0.505	3.788	80.65	25.77
35.615	2.125	0.515	3.818	79.79	25.77
35.688	2.159	0.510	3.798	79.79	25.77
35.761	2.218	0.505	3.808	81.52	25.35
35.833	2.203	0.501	3.778	82.42	25.35
35.905	2.130	0.520	3.798	82.42	25.35
35.978	1.958	0.501	3.793	81.52	25.35
36.050	1.688	0.515	3.793	80.65	25.95
36.123	1.619	0.510	3.778	84.27	25.95
36.195	1.845	0.520	3.783	81.52	25.95
36.268	2.041	0.520	3.778	81.52	25.95
36.340	2.125	0.496	3.754	78.95	25.95
36.416	2.061	0.505	3.523	78.95	25.95
36.489	1.968	0.501	3.783	78.95	25.95
36.560	1.938	0.505	3.793	31.78	25.95
36.633	1.968	0.501	3.793	31.78	25.60
36.706	1.982	0.515	3.523	31.78	25.60
36.779	2.017	0.496	3.783	31.78	25.60
36.850	2.036	0.510	3.778	31.78	25.60
36.923	2.017	0.496	3.778	31.78	25.77
36.996	1.987	0.501	3.778	31.78	25.77
37.068	1.968	0.505	3.778	0.00	25.77
37.140	1.997	0.501	3.783	0.00	25.77
37.213	2.017	0.510	3.783	0.00	25.60
37.285	2.002	0.510	3.778	0.00	25.60
37.360	1.992	0.510	3.783	0.00	25.60
37.433	1.982	0.501	3.783	0.00	25.60
37.506	1.968	0.496	3.778	0.00	25.60
37.577	1.973	0.496	3.778	0.00	25.52
37.650	1.982	0.501	3.788	6.67	25.52
37.723	1.958	0.501	3.778	6.67	25.52
37.795	2.012	0.491	3.783	6.67	25.52
37.867	2.130	0.501	3.783	42.13	25.27
37.940	2.140	0.496	3.778	81.52	25.27
38.012	2.179	0.501	3.783	83.33	25.27
38.084	2.203	0.501	3.778	83.33	25.27
38.157	2.179	0.510	3.783	78.12	24.71
38.230	2.061	0.505	3.778	76.53	24.71
38.302	1.801	0.501	3.783	75.00	24.71
38.378	1.762	0.515	3.783	75.00	24.71
38.450	1.865	0.505	3.823	75.76	24.71
38.522	1.933	0.510	3.798	71.43	23.72
38.595	2.066	0.515	3.769	71.43	23.72
38.674	2.130	0.525	3.788	73.53	23.72
38.746	2.002	0.510	3.828	73.53	23.72
38.818	1.796	0.510	3.793	40.32	24.55
38.891	1.914	0.515	3.818	40.32	24.55
38.964	1.978	0.505	3.587	40.32	24.55
39.035	2.012	0.520	3.813	40.32	24.55
39.108	1.933	0.501	3.778	40.32	24.24
39.181	1.943	0.510	3.778	40.32	24.24
39.254	1.909	0.501	3.778	16.70	24.24
39.325	1.953	0.505	3.783	16.70	24.24
39.401	2.036	0.505	3.783	16.70	24.24
39.474	2.125	0.505	3.783	34.25	23.87
39.562	2.213	0.501	3.778	34.25	23.87
39.634	2.095	0.501	3.783	58.14	23.87
39.707	2.238	0.501	3.783	82.42	23.87
39.779	2.233	0.496	3.778	73.53	23.65
39.852	2.169	0.496	3.778	73.53	23.65
39.924	2.046	0.491	3.783	75.00	23.65
39.997	1.742	0.510	3.783	74.26	23.65
40.069	1.639	0.505	3.832	74.26	23.65
40.141	1.727	0.501	3.788	75.76	23.58
40.214	1.933	0.520	3.533	74.26	23.58
40.287	2.066	0.515	3.808	75.00	23.58
40.361	2.110	0.510	3.729	75.00	23.58
40.434	2.086	0.505	3.847	76.53	23.87
40.507	2.110	0.515	3.793	75.76	23.87
40.580	2.135	0.510	3.788	76.53	23.87
40.651	2.125	0.505	3.587	76.53	23.87
40.724	1.997	0.501	3.798	75.00	24.02
40.797	1.717	0.520	3.823	75.76	24.02
40.869	1.595	0.510	3.798	75.76	24.02
40.941	1.698	0.515	3.837	78.12	24.02
41.014	1.938	0.510	3.808	75.76	24.02
41.086	2.081	0.510	3.818	75.76	24.17
41.158	2.115	0.515	3.612	75.76	24.17
41.231	2.115	0.515	3.793	77.32	24.17
41.307	2.149	0.496	3.798	77.32	24.17
41.379	2.149	0.501	3.788	76.53	24.24
41.452	2.120	0.501	3.818	76.53	24.24
41.524	1.929	0.515	3.778	77.32	24.24
41.596	1.673	0.515	3.793	76.53	24.24
41.669	1.619	0.505	3.828	78.12	24.24
41.742	1.801	0.501	3.783	78.12	24.40
41.814	2.012	0.510	3.808	77.32	24.40
41.886	2.135	0.515	3.793	77.32	24.40
41.959	2.105	0.510	3.798	78.12	24.40
42.031	2.095	0.510	3.788	78.12	24.55
42.103	2.149	0.520	3.798	78.12	24.55
42.176	2.135	0.515	3.847	78.12	24.55
42.249	2.051	0.510	3.842	77.32	24.55
42.324	1.816	0.520	3.823	77.32	24.63
42.396	1.560	0.520	3.788	77.32	24.63
42.469	1.595	0.510	3.813	79.79	24.63
42.542	1.870	0.515	3.808	78.95	24.63
42.613	2.066	0.510	3.788	78.95	24.63
42.686	2.149	0.505	3.793	78.95	25.11
42.759	2.125	0.515	3.778	79.79	25.11
42.831	2.164	0.510	3.783	78.95	25.11
42.903	2.179	0.515	3.793	78.95	25.11
42.976	2.174	0.510	3.759	78.95	24.87
43.048	2.076	0.520	3.803	73.53	24.87
43.120	2.135	0.515	3.823	73.53	24.87
43.193	2.203	0.515	3.582	73.53	24.87
43.269	2.282	0.505	3.823	73.53	24.95
43.341	2.247	0.505	3.783	27.08	24.95
43.413	2.213	0.505	3.778	27.08	24.95
43.486	2.198	0.515	3.778	27.08	24.95
43.558	2.184	0.501	3.774	27.08	24.71
43.630	2.223	0.505	3.778	27.08	24.71
43.703	2.238	0.501	3.774	27.08	24.71
43.776	2.184	0.501	3.778	0.00	24.71
43.847	2.198	0.496	3.778	0.00	24.71
43.920	2.198	0.505	3.783	0.00	24.47
43.992	2.218	0.501	3.774	0.00	24.47
44.064	2.198	0.496	3.778	0.00	24.47
44.136	2.184	0.501	3.778	0.00	24.47
44.209	2.213	0.501	3.778	0.00	24.09
44.295	2.203	0.515	3.778	0.00	24.09
44.367	2.218	0.501	3.783	0.00	24.09
44.439	2.193	0.505	3.783	0.00	24.09
44.512	2.189	0.501	3.783	0.00	24.09
44.583	2.198	0.501	3.783	0.00	23.80
44.656	2.193	0.501	3.778	0.00	23.80
