tijd	koppel	stroom	spanning	kadans	snelheid
2.257	2.125	0.496	3.774	0.00	0.00
2.332	2.130	0.496	3.774	0.00	0.00
2.407	2.130	0.501	3.774	0.00	0.00
2.483	2.125	0.501	3.774	0.00	0.00
2.564	2.125	0.505	3.774	0.00	0.00
2.638	2.125	0.510	3.774	0.00	0.00
2.714	2.125	0.505	3.774	0.00	0.00
2.789	2.125	0.501	3.774	0.00	0.00
2.865	2.125	0.501	3.774	0.00	0.00
2.937	2.130	0.496	3.774	0.00	0.00
3.010	2.125	0.501	3.774	0.00	0.00
3.083	2.125	0.501	3.774	0.00	0.00
3.155	2.125	0.505	3.774	0.00	0.00
3.228	2.130	0.505	3.774	0.00	0.00
3.301	2.130	0.501	3.774	0.00	0.00
3.374	2.130	0.501	3.774	0.00	0.00
3.446	2.125	0.505	3.774	0.00	0.00
3.519	2.130	0.505	3.769	0.00	0.00
3.592	2.125	0.501	3.774	0.00	0.00
3.664	2.125	0.501	3.774	0.00	0.00
3.737	2.125	0.501	3.778	0.00	0.00
3.810	2.130	0.505	3.774	0.00	0.00
3.886	2.125	0.501	3.774	0.00	0.00
3.958	2.125	0.491	3.774	0.00	0.00
4.030	2.130	0.496	3.774	0.00	0.00
4.103	2.125	0.486	3.774	0.00	0.00
4.175	2.125	0.496	3.774	0.00	0.00
4.248	2.130	0.510	3.774	0.00	0.00
4.321	2.125	0.510	3.774	0.00	0.00
4.393	2.125	0.510	3.774	0.00	0.00
4.466	2.125	0.505	3.769	0.00	0.00
4.539	2.125	0.496	3.774	0.00	0.00
4.613	2.125	0.501	3.774	0.00	0.00
4.685	2.125	0.496	3.774	0.00	0.00
4.758	2.125	0.496	3.774	0.00	0.00
4.830	2.130	0.496	3.774	0.00	0.00
4.902	2.130	0.505	3.769	0.00	0.00
4.989	2.130	0.505	3.774	0.00	0.00
5.062	2.130	0.501	3.774	0.00	0.00
5.135	2.130	0.501	3.774	0.00	0.00
5.208	2.125	0.491	3.774	0.00	0.00
5.280	2.125	0.510	3.774	0.00	0.00
5.353	2.130	0.505	3.774	0.00	0.00
5.426	2.125	0.496	3.774	0.00	0.00
5.498	2.130	0.501	3.774	0.00	0.00
5.570	2.125	0.501	3.774	0.00	0.00
5.643	2.125	0.496	3.774	0.00	0.00
5.715	2.125	0.501	3.774	0.00	0.00
5.788	2.130	0.505	3.774	0.00	0.00
5.861	2.130	0.491	3.774	0.00	0.00
5.934	2.125	0.510	3.774	0.00	0.00
6.006	2.125	0.505	3.774	0.00	0.00
6.082	2.130	0.510	3.774	0.00	0.00
6.155	2.125	0.501	3.774	0.00	0.00
6.227	2.125	0.505	3.774	0.00	0.00
6.301	2.125	0.501	3.774	0.00	0.00
6.374	2.125	0.505	3.774	0.00	0.00
6.447	2.125	0.501	3.774	0.00	0.00
6.519	2.130	0.496	3.774	0.00	0.00
6.592	2.125	0.496	3.774	0.00	0.00
6.680	2.125	0.496	3.774	0.00	0.00
6.753	2.125	0.496	3.774	0.00	0.00
6.825	2.125	0.501	3.774	0.00	0.00
6.898	2.130	0.496	3.774	0.00	0.00
6.972	2.130	0.501	3.774	0.00	0.00
7.045	2.125	0.501	3.774	0.00	0.00
7.120	2.125	0.505	3.774	0.00	0.00
7.193	2.125	0.505	3.774	0.00	0.00
7.266	2.125	0.501	3.774	0.00	0.00
7.340	2.125	0.496	3.774	0.00	0.00
7.412	2.130	0.501	3.774	0.00	0.00
7.485	2.130	0.505	3.774	0.00	0.00
7.558	2.130	0.501	3.774	0.00	0.00
7.630	2.130	0.505	3.774	0.00	0.00
7.703	2.130	0.510	3.774	0.00	0.00
7.776	2.125	0.501	3.774	0.00	0.00
7.848	2.125	0.501	3.774	0.00	0.00
7.922	2.125	0.505	3.774	0.00	0.00
7.995	2.130	0.501	3.774	0.00	0.00
8.068	2.125	0.501	3.774	0.00	0.00
8.140	2.125	0.501	3.774	0.00	0.00
8.216	2.130	0.491	3.769	0.00	0.00
8.289	2.125	0.505	3.774	0.00	0.00
8.363	2.125	0.505	3.774	0.00	0.00
8.435	2.125	0.501	3.774	0.00	0.00
8.508	2.130	0.505	3.774	0.00	0.00
8.581	2.125	0.505	3.778	0.00	0.00
