tijd	koppel	stroom	spanning	kadans	snelheid
15.617	1.992	0.510	3.803	0.00	0.00
15.688	1.978	0.501	3.803	0.00	0.00
15.763	1.987	0.496	3.808	0.00	0.00
15.835	1.973	0.496	3.803	0.00	0.00
15.906	1.973	0.505	3.808	0.00	0.00
15.978	1.987	0.510	3.808	0.00	0.00
16.050	1.992	0.505	3.803	0.00	0.00
16.121	2.041	0.515	3.803	0.00	0.00
16.193	2.159	0.510	3.808	4.82	0.00
16.265	2.272	0.505	3.808	58.59	0.00
16.337	2.218	0.496	3.808	58.59	0.00
16.409	2.247	0.505	3.808	80.65	0.00
16.481	2.292	0.505	3.808	72.82	0.00
16.552	2.120	0.501	3.808	72.82	0.00
16.624	1.899	0.501	3.808	71.43	0.00
16.696	1.629	0.510	3.651	68.18	0.00
16.772	1.467	0.520	3.607	68.18	0.00
16.843	1.590	0.501	3.685	67.57	0.00
16.915	1.845	0.510	3.798	64.10	0.00
16.987	2.022	0.510	3.931	64.10	0.00
17.058	2.164	0.520	3.803	68.81	0.00
17.131	2.135	0.515	3.828	72.12	0.51
17.203	2.144	0.515	3.818	72.12	0.51
17.274	2.213	0.505	3.867	69.44	0.51
17.347	2.184	0.510	3.872	68.81	0.51
17.419	2.154	0.515	3.597	68.81	0.51
17.490	1.992	0.515	3.847	69.44	0.51
17.562	1.688	0.515	3.896	70.09	0.51
17.634	1.526	0.520	3.813	70.09	0.51
17.707	1.605	0.515	3.872	72.12	0.51
17.781	1.865	0.510	3.823	70.75	0.51
17.853	2.061	0.510	3.832	70.75	0.51
17.925	2.130	0.515	3.818	70.09	0.51
17.997	2.120	0.505	3.813	73.53	0.51
18.069	2.154	0.520	3.793	73.53	0.51
18.141	2.218	0.520	3.818	72.12	0.51
18.212	2.208	0.510	3.857	72.82	0.51
18.285	2.125	0.510	3.813	71.43	0.51
18.372	1.840	0.520	3.818	71.43	0.51
18.444	1.678	0.515	3.572	73.53	0.51
18.516	1.664	0.505	3.808	75.00	0.51
18.588	1.830	0.510	3.857	75.76	0.51
18.660	2.051	0.515	3.906	75.76	0.51
18.732	2.203	0.525	3.896	78.95	0.51
18.807	2.179	0.510	3.818	81.52	0.51
18.879	2.189	0.515	3.818	80.65	0.51
18.951	2.174	0.515	3.813	80.65	0.51
19.022	2.184	0.510	3.842	80.65	0.51
19.095	1.860	0.510	3.808	81.52	0.00
19.167	1.565	0.510	3.828	85.23	0.00
19.238	1.560	0.520	3.813	85.23	0.00
19.310	1.850	0.520	3.818	85.23	0.00
19.382	2.041	0.515	3.636	81.52	0.00
19.453	2.149	0.515	3.671	79.79	0.00
19.526	2.115	0.510	3.813	78.95	0.00
19.598	2.174	0.505	3.813	78.95	0.00
19.670	2.218	0.515	3.813	78.95	0.00
19.741	2.169	0.510	3.808	84.27	0.00
19.817	1.992	0.505	3.818	85.23	0.00
19.889	1.762	0.510	3.823	83.33	0.00
19.960	1.678	0.515	3.813	79.79	0.00
20.032	1.806	0.515	3.847	79.79	0.00
20.104	1.997	0.505	3.778	83.33	0.00
20.175	2.154	0.501	3.808	82.42	0.00
20.247	2.135	0.515	3.813	83.33	0.00
20.320	2.135	0.505	3.847	83.33	0.00
20.391	2.198	0.510	3.847	82.42	0.00
20.463	2.169	0.505	3.793	83.33	0.00
20.535	2.066	0.510	3.842	82.42	0.00
20.606	1.860	0.510	3.886	81.52	0.00
20.678	1.727	0.505	3.793	81.52	0.00
20.750	1.781	0.520	3.847	84.27	0.00
20.826	2.007	0.510	3.818	82.42	0.00
20.897	2.115	0.505	3.813	82.42	0.00
20.969	2.140	0.510	3.896	84.27	0.00
21.041	2.149	0.501	3.808	84.27	0.00
21.112	2.174	0.520	3.847	84.27	0.00
21.184	2.154	0.510	3.813	83.33	0.00
21.257	2.066	0.501	3.783	82.42	0.00
21.328	1.879	0.510	3.813	83.33	0.00
21.415	1.811	0.510	3.651	85.23	0.00
21.487	1.889	0.510	3.641	85.23	0.00
21.559	2.032	0.501	3.842	83.33	0.00
21.630	2.135	0.515	3.886	83.33	0.00
21.702	2.169	0.510	3.882	84.27	0.00
21.774	2.189	0.510	3.617	84.27	0.00
21.850	2.198	0.510	3.828	84.27	0.00
21.921	2.159	0.505	3.774	84.27	0.00
21.993	2.027	0.515	3.813	82.42	0.00
22.065	1.879	0.515	3.823	82.42	0.00
22.136	1.816	0.520	3.813	84.27	0.00
22.208	1.909	0.515	3.862	84.27	0.00
22.280	2.032	0.515	3.886	83.33	0.00
22.352	2.144	0.505	3.882	83.33	0.00
22.424	2.218	0.515	3.769	83.33	0.00
22.496	2.218	0.505	3.901	85.23	0.00
22.567	2.233	0.510	3.597	84.27	0.00
22.639	2.179	0.515	3.852	84.27	0.00
22.711	2.027	0.515	3.808	82.42	0.00
22.782	1.767	0.510	3.882	83.33	0.00
22.852	1.614	0.515	3.882	84.27	0.00
22.924	1.860	0.510	3.872	84.27	0.00
22.996	2.036	0.505	3.872	84.27	0.00
23.068	2.144	0.520	3.774	83.33	0.00
23.140	2.159	0.515	3.852	84.27	0.00
23.212	2.184	0.520	3.803	84.27	0.00
23.283	2.238	0.501	3.803	84.27	0.00
23.355	2.184	0.515	3.813	84.27	0.00
23.427	2.086	0.515	3.813	83.33	0.00
23.499	1.973	0.501	3.813	82.42	0.00
23.571	1.904	0.510	3.705	84.27	0.00
23.643	1.933	0.515	3.813	83.33	0.00
23.714	2.027	0.520	3.818	83.33	0.00
23.789	2.135	0.510	3.847	84.27	0.00
23.861	2.149	0.515	3.818	84.27	0.00
23.933	2.179	0.505	3.783	83.33	0.00
24.005	2.223	0.505	3.808	83.33	0.00
24.077	2.144	0.510	3.808	83.33	0.00
24.148	2.012	0.520	3.823	83.33	0.00
24.220	1.865	0.515	3.886	84.27	0.00
24.292	1.830	0.520	3.813	87.21	0.00
24.364	1.894	0.515	3.739	83.33	0.00
24.451	2.071	0.510	3.886	81.52	0.00
24.522	2.135	0.515	3.823	81.52	0.00
24.594	2.169	0.501	3.882	83.33	0.00
24.666	2.208	0.510	3.813	82.42	0.00
24.738	2.203	0.515	3.813	82.42	0.00
24.813	2.149	0.510	3.872	86.21	0.00
24.885	2.036	0.515	3.842	86.21	0.00
24.956	1.870	0.505	3.818	77.32	0.00
25.028	1.821	0.505	3.793	76.53	0.00
25.100	1.850	0.515	3.857	76.53	0.00
25.172	2.007	0.510	3.749	76.53	0.00
25.244	2.125	0.505	3.587	75.76	0.00
25.316	2.144	0.510	3.808	76.53	0.00
25.388	2.169	0.505	3.882	76.53	0.00
25.459	2.203	0.510	3.886	75.76	0.00
25.531	2.184	0.505	3.788	75.76	0.00
25.603	2.120	0.515	3.813	76.53	0.00
25.675	1.938	0.520	3.852	76.53	0.00
25.747	1.717	0.510	3.813	75.76	0.00
25.822	1.664	0.505	3.901	77.32	0.00
25.893	1.830	0.510	3.823	76.53	0.00
25.965	2.002	0.510	3.798	76.53	0.00
26.037	2.115	0.505	3.813	77.32	0.00
26.108	2.100	0.510	3.607	78.95	0.00
26.181	2.130	0.510	3.582	77.32	0.00
26.253	2.193	0.515	3.774	77.32	0.00
26.324	2.174	0.520	3.862	76.53	0.00
26.396	2.095	0.510	3.896	76.53	0.00
26.468	1.914	0.515	3.882	76.53	0.00
26.540	1.727	0.515	3.813	76.53	0.00
26.611	1.727	0.520	3.813	78.95	0.00
26.683	1.909	0.510	3.837	78.12	0.00
26.755	2.046	0.510	3.798	78.12	0.00
26.830	2.130	0.505	3.774	77.32	0.00
26.902	2.115	0.505	3.626	78.12	0.00
26.974	2.149	0.515	3.813	78.12	0.00
27.045	2.184	0.505	3.837	78.95	0.00
27.117	2.125	0.510	3.813	78.95	0.00
27.189	1.919	0.505	3.847	79.79	0.00
27.267	1.668	0.505	3.808	78.95	0.00
27.338	1.673	0.525	3.813	78.12	0.00
27.442	1.889	0.501	3.813	78.12	0.00
27.513	2.046	0.520	3.813	78.12	0.00
27.585	2.144	0.520	3.808	78.95	0.00
27.657	2.154	0.515	3.617	79.79	0.00
27.728	2.164	0.505	3.813	78.95	0.00
27.800	2.203	0.505	3.867	78.95	0.00
27.875	2.164	0.501	3.808	78.12	0.00
27.948	2.066	0.510	3.911	78.12	0.00
28.019	1.933	0.515	3.813	77.32	0.00
28.091	1.855	0.510	3.818	77.32	0.00
28.163	1.860	0.520	3.813	78.95	0.00
28.234	1.978	0.505	3.837	78.12	0.00
28.306	2.066	0.510	3.803	78.12	0.00
28.378	2.144	0.505	3.877	78.12	0.00
28.449	2.164	0.515	3.813	78.95	0.00
28.521	2.218	0.515	3.828	77.32	0.00
28.593	2.198	0.515	3.896	76.53	0.00
28.665	2.154	0.510	3.847	76.53	0.00
28.737	2.012	0.505	3.857	77.32	0.00
28.809	1.781	0.515	3.818	77.32	0.00
28.883	1.786	0.510	3.882	78.95	0.00
28.955	1.870	0.505	3.813	78.95	0.00
29.027	2.002	0.515	3.857	77.32	0.00
29.099	2.105	0.510	3.823	77.32	0.00
29.170	2.120	0.515	3.818	78.12	0.00
29.243	2.130	0.505	3.558	78.12	0.00
29.315	2.198	0.520	3.818	76.53	0.00
29.386	2.164	0.505	3.823	76.53	0.00
29.458	2.125	0.510	3.769	76.53	0.00
29.530	1.933	0.505	3.567	76.53	0.00
29.601	1.634	0.510	3.842	77.32	0.00
29.673	1.595	0.501	3.813	79.79	0.00
29.745	1.865	0.505	3.612	77.32	0.00
29.820	1.978	0.515	3.754	77.32	0.00
29.892	2.125	0.515	3.774	78.12	0.00
29.965	2.130	0.510	3.754	77.32	0.00
30.036	2.184	0.510	3.832	77.32	0.00
30.108	2.213	0.520	3.813	77.32	0.00
30.180	2.159	0.505	3.813	78.95	0.00
30.252	2.066	0.510	3.818	78.12	0.00
30.323	1.796	0.515	3.857	77.32	0.00
30.395	1.570	0.515	3.837	77.32	0.00
30.482	1.771	0.510	3.607	80.65	0.00
30.554	1.997	0.515	3.891	79.79	0.00
30.625	2.100	0.510	3.842	71.43	0.00
30.697	2.076	0.510	3.818	71.43	0.00
30.769	2.002	0.520	3.818	71.43	0.00
30.844	1.899	0.510	3.882	38.46	0.00
30.916	1.929	0.505	3.803	38.46	0.00
30.988	1.973	0.505	3.803	38.46	0.00
31.059	1.982	0.515	3.808	38.46	0.00
31.131	2.002	0.510	3.803	38.46	0.00
31.203	1.992	0.505	3.803	38.46	0.00
31.275	1.968	0.505	3.803	38.46	0.00
31.346	1.968	0.505	3.803	0.00	0.00
31.418	1.987	0.501	3.808	0.00	0.00
31.490	1.978	0.496	3.803	0.00	0.00
31.561	1.968	0.501	3.803	0.00	0.00
31.633	1.973	0.501	3.808	9.14	0.00
31.705	1.968	0.505	3.808	9.14	0.00
31.776	1.938	0.515	3.803	9.14	0.00
31.851	1.938	0.505	3.803	9.14	0.00
31.923	1.992	0.505	3.803	9.14	0.00
31.994	1.978	0.510	3.808	9.14	0.00
32.066	1.958	0.501	3.803	9.14	0.00
32.138	1.978	0.501	3.803	16.48	0.00
32.209	1.987	0.505	3.808	16.48	0.00
32.281	1.958	0.496	3.803	16.48	0.00
32.354	1.968	0.505	3.808	16.48	0.00
32.425	1.958	0.501	3.808	16.48	0.00
32.497	1.938	0.505	3.803	16.48	0.00
32.569	1.963	0.510	3.808	16.48	0.00
32.641	1.978	0.496	3.808	0.00	0.00
32.712	1.963	0.501	3.808	0.00	0.00
32.784	1.973	0.510	3.808	0.00	0.00
32.859	1.958	0.510	3.808	0.00	0.00
32.930	1.948	0.505	3.808	0.00	0.00
33.002	1.948	0.505	3.808	0.00	0.00
33.074	1.968	0.505	3.808	0.00	0.00
33.145	1.953	0.505	3.808	0.00	0.00
33.217	1.978	0.505	3.808	0.00	0.00
33.289	1.973	0.496	3.808	0.00	0.00
33.360	1.953	0.496	3.808	0.00	0.00
33.447	1.968	0.510	3.813	0.00	0.00
33.519	1.997	0.501	3.808	0.00	0.00
33.591	1.973	0.496	3.808	0.00	0.00
33.662	1.987	0.505	3.808	0.00	0.00
33.734	1.987	0.505	3.808	0.00	0.00
33.806	1.978	0.496	3.808	0.00	0.00
33.881	1.968	0.496	3.808	0.00	0.00
33.952	2.007	0.505	3.808	0.00	0.00
34.024	2.012	0.501	3.808	0.00	0.00
34.096	1.987	0.505	3.808	0.00	0.00
34.167	2.007	0.505	3.808	0.00	0.00
34.239	1.982	0.505	3.808	0.00	0.00
34.311	2.007	0.505	3.808	0.00	0.00
34.381	1.992	0.501	3.808	0.00	0.00
34.453	1.953	0.501	3.808	0.00	0.00
34.525	1.978	0.501	3.803	0.00	0.00
34.596	1.987	0.510	3.808	0.00	0.00
34.668	1.992	0.496	3.813	0.00	0.00
34.740	1.933	0.505	3.808	0.00	0.00
34.811	1.987	0.505	3.808	0.00	0.00
34.883	1.978	0.501	3.808	0.00	0.00
34.958	1.958	0.505	3.808	0.00	0.00
35.030	1.968	0.515	3.808	0.00	0.00
35.101	1.982	0.505	3.808	0.00	0.00
35.173	1.987	0.501	3.808	0.00	0.00
35.245	1.958	0.501	3.808	0.00	0.00
35.316	1.978	0.496	3.813	0.00	0.00
35.388	1.973	0.496	3.808	0.00	0.00
35.460	1.978	0.510	3.808	0.00	0.00
35.531	1.968	0.505	3.808	0.00	0.00
35.603	1.982	0.510	3.808	0.00	0.00
35.675	1.978	0.491	3.808	0.00	0.00
35.746	1.973	0.505	3.813	0.00	0.00
35.818	1.982	0.505	3.808	0.00	0.00
35.890	1.982	0.501	3.808	0.00	0.00
35.964	1.953	0.505	3.808	0.00	0.00
36.036	1.968	0.501	3.808	0.00	0.00
36.108	1.973	0.505	3.808	0.00	0.00
36.178	1.958	0.510	3.808	0.00	0.00
36.250	1.968	0.501	3.808	0.00	0.00
36.322	1.963	0.501	3.808	0.00	0.00
36.393	1.978	0.501	3.808	0.00	0.00
36.481	1.963	0.496	3.808	0.00	0.00
36.552	1.973	0.501	3.808	0.00	0.00
36.624	1.968	0.505	3.808	0.00	0.00
36.696	1.963	0.501	3.808	0.00	0.00
36.767	1.953	0.505	3.808	0.00	0.00
36.839	1.968	0.505	3.808	0.00	0.00
36.910	1.968	0.505	3.808	0.00	0.00
36.984	1.963	0.505	3.808	0.00	0.00
37.056	1.973	0.496	3.808	0.00	0.00
37.128	1.982	0.505	3.808	0.00	0.00
37.199	1.968	0.505	3.808	0.00	0.00
37.271	1.968	0.501	3.808	0.00	0.00
37.343	1.973	0.496	3.808	0.00	0.00
37.414	1.958	0.510	3.808	0.00	0.00
37.486	1.968	0.501	3.808	0.00	0.00
37.558	1.973	0.515	3.808	0.00	0.00
37.629	1.968	0.505	3.808	0.00	0.00
37.701	1.958	0.510	3.808	0.00	0.00
37.773	1.963	0.505	3.808	0.00	0.00
37.844	1.968	0.505	3.808	0.00	0.00
37.915	1.958	0.501	3.808	0.00	0.00
37.991	1.978	0.501	3.813	0.00	0.00
38.062	1.978	0.501	3.808	0.00	0.00
38.133	1.963	0.501	3.808	0.00	0.00
38.205	1.973	0.505	3.808	0.00	0.00
38.277	1.987	0.505	3.808	0.00	0.00
38.348	1.968	0.505	3.808	0.00	0.00
38.420	1.968	0.505	3.808	0.00	0.00
38.492	1.973	0.496	3.808	0.00	0.00
38.563	1.978	0.501	3.803	1.16	0.00
38.635	1.953	0.501	3.808	1.16	0.00
38.707	1.933	0.501	3.808	1.16	0.00
38.778	1.909	0.505	3.808	1.16	0.00
38.850	1.914	0.501	3.808	27.68	0.00
38.928	1.924	0.505	3.808	27.68	0.00
39.000	1.963	0.496	3.808	57.69	0.00
39.074	2.032	0.505	3.808	57.69	0.00
39.146	2.105	0.505	3.808	57.69	0.00
39.218	2.154	0.501	3.808	57.69	0.00
39.289	2.144	0.505	3.808	57.69	0.00
39.361	2.095	0.501	3.808	29.07	0.00
39.449	2.086	0.496	3.808	29.07	0.00
39.695	2.164	0.505	3.813	29.07	0.00
39.941	2.203	0.501	3.808	0.00	0.00
40.030	2.228	0.486	3.808	0.00	0.00
40.108	2.262	0.510	3.803	0.00	0.00
40.185	2.247	0.496	3.808	0.00	0.00
40.265	2.218	0.496	3.808	0.00	0.00
40.342	2.233	0.505	3.808	0.00	0.00
40.421	2.243	0.510	3.808	0.00	0.00
40.505	2.218	0.510	3.808	0.00	0.00
40.585	2.193	0.496	3.808	0.00	0.00
40.662	2.189	0.501	3.808	0.00	0.00
40.740	2.169	0.496	3.808	0.00	0.00
40.820	2.169	0.510	3.808	0.00	0.00
40.912	2.159	0.510	3.808	0.00	0.00
40.991	2.144	0.501	3.808	0.00	0.00
41.071	2.149	0.496	3.808	0.00	0.00
41.149	2.135	0.510	3.808	0.00	0.00
41.228	2.120	0.505	3.808	0.00	0.00
41.308	2.105	0.501	3.808	3.90	0.00
41.385	2.105	0.496	3.808	3.90	0.00
41.464	2.095	0.505	3.808	3.90	0.00
41.544	2.105	0.520	3.808	3.90	0.00
41.627	2.115	0.505	3.808	3.90	0.00
41.705	2.115	0.501	3.808	3.90	0.00
41.784	2.120	0.491	3.808	0.00	0.00
41.864	2.115	0.496	3.813	0.00	0.00
41.940	2.110	0.501	3.808	0.00	0.00
42.019	2.076	0.496	3.808	0.00	0.00
42.099	2.022	0.505	3.808	0.00	0.00
42.177	1.914	0.501	3.808	8.19	0.00
42.256	1.909	0.501	3.808	8.19	0.00
42.335	1.904	0.510	3.808	8.19	0.00
42.413	1.894	0.515	3.808	8.19	0.00
42.491	1.879	0.505	3.808	8.19	0.00
42.571	1.899	0.510	3.808	22.66	0.00
42.649	1.909	0.510	3.808	22.66	0.00
42.731	1.914	0.515	3.803	22.66	0.00
42.808	1.948	0.505	3.808	22.66	0.00
42.888	1.982	0.501	3.808	22.39	0.00
42.963	2.017	0.505	3.808	22.39	0.00
43.041	2.046	0.505	3.808	22.39	0.00
43.121	2.090	0.510	3.808	22.39	0.00
43.197	2.095	0.501	3.808	22.39	0.00
43.274	2.100	0.501	3.813	22.39	0.00
43.355	2.090	0.505	3.808	15.59	0.00
43.430	2.095	0.501	3.808	15.59	0.00
43.514	2.095	0.505	3.808	15.59	0.00
43.595	2.090	0.505	3.808	15.59	0.00
43.671	2.090	0.510	3.808	15.59	0.00
43.748	2.090	0.505	3.808	15.59	0.00
43.832	2.090	0.501	3.808	0.00	0.00
43.910	2.090	0.501	3.808	0.00	0.00
43.990	2.090	0.496	3.808	0.00	0.00
44.065	2.095	0.501	3.808	0.00	0.00
44.143	2.071	0.613	3.739	0.00	0.00
44.239	2.090	0.491	3.808	0.00	0.00
44.315	2.095	0.496	3.808	0.00	0.00
44.392	2.090	0.505	3.808	0.00	0.00
44.473	2.090	0.501	3.808	0.00	0.00
44.549	2.090	0.501	3.803	0.00	0.00
44.625	2.095	0.505	3.803	0.00	0.00
44.706	2.090	0.496	3.808	0.00	0.00
44.782	2.090	0.501	3.808	0.00	0.00
44.859	2.090	0.501	3.808	0.00	0.00
44.944	2.090	0.501	3.808	0.00	0.00
45.021	2.090	0.501	3.808	0.00	0.00
45.102	2.090	0.491	3.808	0.00	0.00
45.177	2.090	0.505	3.803	0.00	0.00
45.254	2.095	0.501	3.808	0.00	0.00
45.335	2.090	0.501	3.808	0.00	0.00
45.411	2.090	0.501	3.808	0.00	0.00
45.488	2.090	0.505	3.808	0.00	0.00
45.569	2.090	0.520	3.808	0.00	0.00
45.644	2.090	0.505	3.808	0.00	0.00
45.721	2.090	0.501	3.808	0.00	0.00
45.802	2.090	0.505	3.808	0.00	0.00
45.878	2.090	0.510	3.808	0.00	0.00
45.955	2.090	0.501	3.808	0.00	0.00
46.040	2.090	0.505	3.808	0.00	0.00
46.116	2.090	0.496	3.808	0.00	0.00
46.197	2.090	0.505	3.808	0.00	0.00
46.273	2.090	0.501	3.808	0.00	0.00
